@relation dataset-weka.filters.unsupervised.attribute.AddValues-C11-L4

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute myo1-1 numeric
@attribute myo1-2 numeric
@attribute myo1-3 numeric
@attribute myo1-4 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 {0,1,2,3,4}

@data
594,'2018/02/22 13:06:30:728',5,0.392881,0.321947,0.692534,0,?,0,?,?
595,'2018/02/22 13:06:30:753',5,0.392828,0.321917,0.692587,0,?,0,?,?
596,'2018/02/22 13:06:30:785',5,0.392802,0.321903,0.692745,0,?,0,?,?
597,'2018/02/22 13:06:30:819',5,0.392802,0.321903,0.692745,0,?,0,?,?
598,'2018/02/22 13:06:30:828',5,0.392802,0.321903,0.692745,0,?,0,?,?
599,'2018/02/22 13:06:30:856',5,0.392808,0.321876,0.692754,0,?,0,?,?
600,'2018/02/22 13:06:31:020',5,0.392745,0.321873,0.692816,0,?,0,?,?
601,'2018/02/22 13:06:31:021',5,0.392808,0.321876,0.692754,0,?,0,?,?
602,'2018/02/22 13:06:31:021',5,0.392765,0.321886,0.692777,0,?,0,?,?
603,'2018/02/22 13:06:31:021',5,0.392745,0.321873,0.692816,0,?,0,?,?
604,'2018/02/22 13:06:31:021',5,0.392745,0.321873,0.692816,0,?,0,?,?
605,'2018/02/22 13:06:31:021',5,0.392745,0.321873,0.692816,0,?,0,?,?
606,'2018/02/22 13:06:31:039',5,0.392745,0.321873,0.692816,0,?,0,?,?
607,'2018/02/22 13:06:31:060',5,0.392771,0.321859,0.692786,0,?,0,?,?
608,'2018/02/22 13:06:31:106',5,0.392656,0.321827,0.692983,0,?,0,?,?
609,'2018/02/22 13:06:37:082',6,0.463696,0.663633,0.64171,0,?,500,?,?
610,'2018/02/22 13:06:37:092',6,0.46391,0.66352,0.64189,0,?,500,?,?
611,'2018/02/22 13:06:37:225',6,0.464076,0.663331,0.641907,0,?,500,?,?
612,'2018/02/22 13:06:37:229',6,0.464429,0.663068,0.641834,0,?,500,?,?
613,'2018/02/22 13:06:37:230',6,0.464583,0.662812,0.641918,0,?,500,?,?
614,'2018/02/22 13:06:37:230',6,0.464684,0.662686,0.641938,0,?,500,?,?
615,'2018/02/22 13:06:37:234',6,0.464742,0.662584,0.642019,0,?,500,?,?
616,'2018/02/22 13:06:37:254',6,0.464727,0.662432,0.64194,0,?,500,?,?
617,'2018/02/22 13:06:37:392',6,0.464623,0.662366,0.641519,0,?,500,?,?
618,'2018/02/22 13:06:37:393',6,0.464488,0.662294,0.641427,0,?,500,?,?
619,'2018/02/22 13:06:37:394',6,0.464359,0.662246,0.641176,0,?,500,?,?
620,'2018/02/22 13:06:37:394',6,0.464132,0.662227,0.640829,0,?,500,?,?
621,'2018/02/22 13:06:37:394',6,0.464139,0.662184,0.640811,0,?,500,?,?
622,'2018/02/22 13:06:37:416',6,0.464171,0.662196,0.64083,0,?,500,?,?
623,'2018/02/22 13:06:37:559',6,0.464011,0.662179,0.640548,0,?,500,?,?
624,'2018/02/22 13:06:37:727',6,0.463973,0.662202,0.640473,0,?,500,?,?
625,'2018/02/22 13:06:37:727',6,0.463992,0.662207,0.640415,0,?,500,?,?
626,'2018/02/22 13:06:37:728',6,0.463906,0.66231,0.640255,0,?,500,?,?
627,'2018/02/22 13:06:37:728',6,0.463915,0.662378,0.640188,0,?,500,?,?
628,'2018/02/22 13:06:37:729',6,0.463887,0.662437,0.640237,0,?,500,?,?
629,'2018/02/22 13:06:37:729',6,0.463887,0.662437,0.640237,0,?,500,?,?
630,'2018/02/22 13:06:37:730',6,0.463767,0.662355,0.640147,0,?,500,?,?
631,'2018/02/22 13:06:37:730',6,0.463777,0.662361,0.640119,0,?,500,?,?
632,'2018/02/22 13:06:37:730',6,0.463552,0.662232,0.639927,0,?,500,?,?
633,'2018/02/22 13:06:37:731',6,0.463399,0.662187,0.639704,0,?,500,?,?
634,'2018/02/22 13:06:37:733',6,0.463172,0.662161,0.639525,0,?,500,?,?
635,'2018/02/22 13:06:37:754',6,0.463014,0.662133,0.639513,0,?,500,?,?
636,'2018/02/22 13:06:37:783',6,0.462573,0.662045,0.639077,0,?,500,?,?
637,'2018/02/22 13:06:37:817',6,0.462388,0.661947,0.63885,0,?,500,?,?
638,'2018/02/22 13:06:37:849',6,0.462239,0.661708,0.638747,0,?,500,?,?
639,'2018/02/22 13:06:37:857',6,0.462239,0.661708,0.638747,0,?,500,?,?
640,'2018/02/22 13:06:37:885',6,0.462196,0.661596,0.638884,0,?,500,?,?
641,'2018/02/22 13:06:37:918',6,0.462264,0.661472,0.63937,0,?,500,?,?
642,'2018/02/22 13:06:37:954',6,0.462389,0.661238,0.639761,0,?,500,?,?
643,'2018/02/22 13:06:37:960',6,0.462389,0.661238,0.639761,0,?,500,?,?
644,'2018/02/22 13:06:37:985',6,0.462492,0.661233,0.639974,0,?,500,?,?
645,'2018/02/22 13:06:38:017',6,0.46258,0.661169,0.640394,0,?,500,?,?
646,'2018/02/22 13:06:38:050',6,0.462769,0.661032,0.641065,0,?,500,?,?
647,'2018/02/22 13:06:38:084',6,0.463031,0.660932,0.641473,0,?,500,?,?
648,'2018/02/22 13:06:38:139',6,0.463031,0.660932,0.641473,0,?,500,?,?
649,'2018/02/22 13:06:38:139',6,0.46321,0.660957,0.6418,0,?,500,?,?
650,'2018/02/22 13:06:38:153',6,0.463216,0.660712,0.642379,0,?,500,?,?
651,'2018/02/22 13:06:38:188',6,0.463473,0.660522,0.642746,0,?,500,?,?
652,'2018/02/22 13:06:38:196',6,0.463473,0.660522,0.642746,0,?,500,?,?
653,'2018/02/22 13:06:38:224',6,0.463486,0.660426,0.64281,0,?,500,?,?
654,'2018/02/22 13:06:38:252',6,0.463802,0.66031,0.643338,0,?,500,?,?
655,'2018/02/22 13:06:38:290',6,0.464021,0.659929,0.64391,0,?,500,?,?
656,'2018/02/22 13:06:38:320',6,0.4643,0.659859,0.644167,0,?,500,?,?
657,'2018/02/22 13:06:38:325',6,0.464461,0.659769,0.644297,0,?,500,?,?
658,'2018/02/22 13:06:38:353',6,0.464663,0.659712,0.644494,0,?,500,?,?
659,'2018/02/22 13:06:38:389',6,0.464883,0.659748,0.644638,0,?,500,?,?
660,'2018/02/22 13:06:38:420',6,0.464921,0.659776,0.644116,0,?,500,?,?
661,'2018/02/22 13:06:38:430',6,0.464921,0.659776,0.644116,0,?,500,?,?
662,'2018/02/22 13:06:38:454',6,0.465049,0.659853,0.644068,0,?,500,?,?
663,'2018/02/22 13:06:38:486',6,0.465055,0.659791,0.643698,0,?,500,?,?
664,'2018/02/22 13:06:38:518',6,0.465236,0.659826,0.643481,0,?,500,?,?
665,'2018/02/22 13:06:38:554',6,0.465352,0.659807,0.64335,0,?,500,?,?
666,'2018/02/22 13:06:38:587',6,0.465689,0.659789,0.64321,0,?,500,?,?
667,'2018/02/22 13:06:38:596',6,0.465689,0.659789,0.64321,0,?,500,?,?
668,'2018/02/22 13:06:38:621',6,0.465872,0.659828,0.643205,0,?,500,?,?
669,'2018/02/22 13:06:38:653',6,0.46646,0.659881,0.64331,0,?,500,?,?
670,'2018/02/22 13:06:38:689',6,0.467077,0.660091,0.643469,0,?,500,?,?
671,'2018/02/22 13:06:38:718',6,0.467289,0.660177,0.64343,0,?,500,?,?
672,'2018/02/22 13:06:38:728',6,0.467534,0.660268,0.643511,0,?,500,?,?
673,'2018/02/22 13:06:38:752',6,0.467806,0.660328,0.64352,0,?,500,?,?
674,'2018/02/22 13:06:38:787',6,0.468092,0.660575,0.643387,0,?,500,?,?
675,'2018/02/22 13:06:38:817',6,0.468288,0.660642,0.643437,0,?,500,?,?
676,'2018/02/22 13:06:38:830',6,0.4685,0.660687,0.643516,0,?,500,?,?
677,'2018/02/22 13:06:38:853',6,0.468615,0.660776,0.643473,0,?,500,?,?
678,'2018/02/22 13:06:38:889',6,0.468688,0.660862,0.643,0,?,500,?,?
679,'2018/02/22 13:06:38:918',6,0.468918,0.66102,0.642768,0,?,500,?,?
680,'2018/02/22 13:06:38:951',6,0.46887,0.661005,0.642569,0,?,500,?,?
681,'2018/02/22 13:06:38:988',6,0.468969,0.660987,0.642264,0,?,500,?,?
682,'2018/02/22 13:06:38:992',6,0.468969,0.660987,0.642264,0,?,500,?,?
683,'2018/02/22 13:06:39:016',6,0.468932,0.660958,0.642064,0,?,500,?,?
684,'2018/02/22 13:06:39:057',6,0.468676,0.660681,0.641718,0,?,500,?,?
685,'2018/02/22 13:06:39:083',6,0.468513,0.660557,0.641486,0,?,500,?,?
686,'2018/02/22 13:06:39:094',6,0.468405,0.660511,0.641282,0,?,500,?,?
687,'2018/02/22 13:06:39:119',6,0.468207,0.660455,0.640864,0,?,500,?,?
688,'2018/02/22 13:06:39:156',6,0.468188,0.660523,0.640447,0,?,500,?,?
689,'2018/02/22 13:06:39:183',6,0.468233,0.66057,0.640353,0,?,500,?,?
690,'2018/02/22 13:06:39:196',6,0.468233,0.66057,0.640353,0,?,500,?,?
691,'2018/02/22 13:06:39:224',6,0.468334,0.660649,0.640164,0,?,500,?,?
692,'2018/02/22 13:06:39:250',6,0.468448,0.660747,0.640125,0,?,500,?,?
693,'2018/02/22 13:06:39:289',6,0.468684,0.660733,0.640155,0,?,500,?,?
694,'2018/02/22 13:06:39:318',6,0.468588,0.660673,0.63995,0,?,500,?,?
695,'2018/02/22 13:06:39:329',6,0.468498,0.660585,0.639803,0,?,500,?,?
696,'2018/02/22 13:06:39:354',6,0.468468,0.660496,0.639849,0,?,500,?,?
697,'2018/02/22 13:06:39:387',6,0.468497,0.660407,0.639753,0,?,500,?,?
698,'2018/02/22 13:06:39:416',6,0.468464,0.660351,0.639511,0,?,500,?,?
699,'2018/02/22 13:06:39:453',6,0.468327,0.660218,0.639356,0,?,500,?,?
700,'2018/02/22 13:06:39:457',6,0.468327,0.660218,0.639356,0,?,500,?,?
701,'2018/02/22 13:06:39:483',6,0.468141,0.659919,0.639339,0,?,500,?,?
702,'2018/02/22 13:06:39:516',6,0.468146,0.659737,0.639494,0,?,500,?,?
703,'2018/02/22 13:06:39:553',6,0.468167,0.659583,0.639566,0,?,500,?,?
704,'2018/02/22 13:06:39:560',6,0.468177,0.659487,0.639527,0,?,500,?,?
705,'2018/02/22 13:06:39:585',6,0.468133,0.659396,0.639399,0,?,500,?,?
706,'2018/02/22 13:06:39:617',6,0.468065,0.659231,0.639261,0,?,500,?,?
707,'2018/02/22 13:06:39:654',6,0.46803,0.65893,0.639344,0,?,500,?,?
708,'2018/02/22 13:06:39:663',6,0.468151,0.658723,0.639403,0,?,500,?,?
709,'2018/02/22 13:06:39:688',6,0.468147,0.658573,0.639401,0,?,500,?,?
710,'2018/02/22 13:06:39:719',6,0.468193,0.658283,0.63939,0,?,500,?,?
711,'2018/02/22 13:06:39:757',6,0.468497,0.658062,0.639688,0,?,500,?,?
712,'2018/02/22 13:06:39:788',6,0.468632,0.658003,0.63982,0,?,500,?,?
713,'2018/02/22 13:06:39:816',6,0.46889,0.657978,0.64002,0,?,500,?,?
714,'2018/02/22 13:06:39:853',6,0.469513,0.657784,0.640367,0,?,500,?,?
715,'2018/02/22 13:06:39:859',6,0.470074,0.657817,0.641094,0,?,500,?,?
716,'2018/02/22 13:06:39:890',6,0.470357,0.657782,0.641569,0,?,500,?,?
717,'2018/02/22 13:06:39:919',6,0.470614,0.657658,0.641858,0,?,500,?,?
718,'2018/02/22 13:06:39:953',6,0.471684,0.657516,0.642827,0,?,500,?,?
719,'2018/02/22 13:06:39:963',6,0.471995,0.657457,0.643068,0,?,500,?,?
720,'2018/02/22 13:06:39:988',6,0.472427,0.65735,0.643542,0,?,500,?,?
721,'2018/02/22 13:06:40:020',6,0.473192,0.657199,0.644679,0,?,500,?,?
722,'2018/02/22 13:06:40:051',6,0.473601,0.657115,0.645357,0,?,500,?,?
723,'2018/02/22 13:06:40:088',6,0.474661,0.657014,0.64655,0,?,500,?,?
724,'2018/02/22 13:06:40:091',6,0.474661,0.657014,0.64655,0,?,500,?,?
725,'2018/02/22 13:06:40:117',6,0.475342,0.657005,0.646979,0,?,500,?,?
726,'2018/02/22 13:06:40:152',6,0.475524,0.656958,0.647273,0,?,500,?,?
727,'2018/02/22 13:06:40:185',6,0.475667,0.656661,0.647799,0,?,500,?,?
728,'2018/02/22 13:06:40:193',6,0.475667,0.656661,0.647799,0,?,500,?,?
729,'2018/02/22 13:06:40:219',6,0.475876,0.656435,0.648051,0,?,500,?,?
730,'2018/02/22 13:06:40:250',6,0.476095,0.656395,0.648229,0,?,500,?,?
731,'2018/02/22 13:06:40:289',6,0.476292,0.65643,0.648434,0,?,500,?,?
732,'2018/02/22 13:06:40:317',6,0.476492,0.656469,0.648746,0,?,500,?,?
733,'2018/02/22 13:06:40:323',6,0.476682,0.656455,0.64906,0,?,500,?,?
734,'2018/02/22 13:06:40:354',6,0.476835,0.65649,0.649144,0,?,500,?,?
735,'2018/02/22 13:06:40:389',6,0.477239,0.656612,0.64935,0,?,500,?,?
736,'2018/02/22 13:06:40:421',6,0.477478,0.656411,0.649797,0,?,500,?,?
737,'2018/02/22 13:06:40:425',6,0.477478,0.656411,0.649797,0,?,500,?,?
738,'2018/02/22 13:06:40:450',6,0.47756,0.656301,0.649879,0,?,500,?,?
739,'2018/02/22 13:06:40:490',6,0.477809,0.65595,0.650051,0,?,500,?,?
740,'2018/02/22 13:06:40:517',6,0.477781,0.655755,0.650041,0,?,500,?,?
741,'2018/02/22 13:06:40:525',6,0.477682,0.655594,0.649952,0,?,500,?,?
742,'2018/02/22 13:06:40:550',6,0.477508,0.655406,0.649849,0,?,500,?,?
743,'2018/02/22 13:06:40:583',6,0.477374,0.655037,0.649505,0,?,500,?,?
744,'2018/02/22 13:06:40:617',6,0.477304,0.65491,0.649377,0,?,500,?,?
745,'2018/02/22 13:06:40:628',6,0.477215,0.654811,0.649256,0,?,500,?,?
746,'2018/02/22 13:06:40:653',6,0.477165,0.654735,0.649196,0,?,500,?,?
747,'2018/02/22 13:06:40:683',6,0.477187,0.654713,0.649196,0,?,500,?,?
748,'2018/02/22 13:06:40:718',6,0.476983,0.654648,0.648669,0,?,500,?,?
749,'2018/02/22 13:06:40:730',6,0.476983,0.654648,0.648669,0,?,500,?,?
750,'2018/02/22 13:06:40:757',6,0.476883,0.654525,0.6487,0,?,500,?,?
751,'2018/02/22 13:06:40:788',6,0.476773,0.654419,0.648431,0,?,500,?,?
752,'2018/02/22 13:06:40:817',6,0.476869,0.65434,0.648367,0,?,500,?,?
753,'2018/02/22 13:06:40:854',6,0.476791,0.654227,0.648245,0,?,500,?,?
754,'2018/02/22 13:06:40:860',6,0.476732,0.654168,0.64809,0,?,500,?,?
755,'2018/02/22 13:06:40:887',6,0.476743,0.654154,0.648087,0,?,500,?,?
756,'2018/02/22 13:06:40:918',6,0.476783,0.65394,0.648103,0,?,500,?,?
757,'2018/02/22 13:06:40:953',6,0.476714,0.653875,0.647974,0,?,500,?,?
758,'2018/02/22 13:06:40:964',6,0.476745,0.653853,0.647943,0,?,500,?,?
759,'2018/02/22 13:06:40:990',6,0.476685,0.653786,0.647884,0,?,500,?,?
760,'2018/02/22 13:06:41:020',6,0.476553,0.653527,0.647771,0,?,500,?,?
761,'2018/02/22 13:06:41:054',6,0.476553,0.653185,0.647976,0,?,500,?,?
762,'2018/02/22 13:06:41:091',6,0.47665,0.652996,0.648196,0,?,500,?,?
763,'2018/02/22 13:06:41:092',6,0.47665,0.652996,0.648196,0,?,500,?,?
764,'2018/02/22 13:09:37:019',7,0.387094,0.501359,0.575826,0,?,?,?,1
765,'2018/02/22 13:09:37:020',7,0.387219,0.501239,0.575711,0,?,?,?,1
766,'2018/02/22 13:09:37:150',7,0.387201,0.50122,0.575725,0,?,?,?,1
767,'2018/02/22 13:09:37:151',7,0.387204,0.501214,0.5757,0,?,?,?,1
768,'2018/02/22 13:09:37:151',7,0.387278,0.50121,0.575606,0,?,?,?,1
769,'2018/02/22 13:09:37:152',7,0.387345,0.501187,0.575396,0,?,?,?,1
770,'2018/02/22 13:09:37:153',7,0.387369,0.501118,0.575316,0,?,?,?,1
771,'2018/02/22 13:09:37:168',7,0.387385,0.501044,0.575166,0,?,?,?,1
772,'2018/02/22 13:09:37:227',7,0.387519,0.500867,0.574872,0,?,?,?,1
773,'2018/02/22 13:09:37:230',7,0.387599,0.500814,0.574721,0,?,?,?,1
774,'2018/02/22 13:09:37:271',7,0.387702,0.500791,0.574651,0,?,?,?,1
775,'2018/02/22 13:09:37:279',7,0.387806,0.500783,0.574525,0,?,?,?,1
776,'2018/02/22 13:09:37:290',7,0.38792,0.500756,0.574405,0,?,?,?,1
777,'2018/02/22 13:09:37:440',7,0.38822,0.500626,0.574174,0,?,?,?,1
778,'2018/02/22 13:09:37:441',7,0.388536,0.500524,0.573852,0,?,?,?,1
779,'2018/02/22 13:09:37:442',7,0.388536,0.500524,0.573852,0,?,?,?,1
780,'2018/02/22 13:09:37:443',7,0.3887,0.500493,0.57372,0,?,?,?,1
781,'2018/02/22 13:09:37:444',7,0.388959,0.500424,0.573602,0,?,?,?,1
782,'2018/02/22 13:09:37:462',7,0.389185,0.500299,0.573465,0,?,?,?,1
783,'2018/02/22 13:09:37:610',7,0.38937,0.500209,0.5732,0,?,?,?,1
784,'2018/02/22 13:09:37:611',7,0.38937,0.500209,0.5732,0,?,?,?,1
785,'2018/02/22 13:09:37:612',7,0.38945,0.500242,0.573166,0,?,?,?,1
786,'2018/02/22 13:09:37:613',7,0.38956,0.500393,0.572955,0,?,?,?,1
787,'2018/02/22 13:09:37:614',7,0.389519,0.500423,0.572905,0,?,?,?,1
788,'2018/02/22 13:09:37:627',7,0.389436,0.500552,0.572802,0,?,?,?,1
789,'2018/02/22 13:09:37:635',7,0.389383,0.500624,0.572716,0,?,?,?,1
790,'2018/02/22 13:09:37:776',7,0.389339,0.500674,0.572633,0,?,?,?,1
791,'2018/02/22 13:09:37:777',7,0.389216,0.500839,0.572578,0,?,?,?,1
792,'2018/02/22 13:09:37:777',7,0.389159,0.500898,0.572571,0,?,?,?,1
793,'2018/02/22 13:09:37:777',7,0.389098,0.500912,0.572557,0,?,?,?,1
794,'2018/02/22 13:09:37:777',7,0.389098,0.500912,0.572557,0,?,?,?,1
795,'2018/02/22 13:09:37:786',7,0.389098,0.500912,0.572557,0,?,?,?,1
796,'2018/02/22 13:09:37:813',7,0.389098,0.500912,0.572557,0,?,?,?,1
797,'2018/02/22 13:09:37:876',7,0.389098,0.500912,0.572557,0,?,?,?,1
798,'2018/02/22 13:09:37:876',7,0.389098,0.500912,0.572557,0,?,?,?,1
799,'2018/02/22 13:09:37:889',7,0.389098,0.500912,0.572557,0,?,?,?,1
800,'2018/02/22 13:09:37:917',7,0.389093,0.500907,0.572561,0,?,?,?,1
801,'2018/02/22 13:09:37:975',7,0.389093,0.500907,0.572561,0,?,?,?,1
802,'2018/02/22 13:09:38:099',7,0.389093,0.500907,0.572561,0,?,?,?,1
803,'2018/02/22 13:09:38:099',7,0.389093,0.500907,0.572561,0,?,?,?,1
804,'2018/02/22 13:09:38:099',7,0.389093,0.500907,0.572561,0,?,?,?,1
805,'2018/02/22 13:09:38:099',7,0.389093,0.500907,0.572561,0,?,?,?,1
806,'2018/02/22 13:09:38:099',7,0.389098,0.500912,0.572557,0,?,?,?,1
807,'2018/02/22 13:09:38:099',7,0.389104,0.500999,0.572473,0,?,?,?,1
808,'2018/02/22 13:09:38:128',7,0.389141,0.501199,0.572188,0,?,?,?,1
809,'2018/02/22 13:09:38:309',7,0.389208,0.501278,0.572041,0,?,?,?,1
810,'2018/02/22 13:09:38:310',7,0.389208,0.501278,0.572041,0,?,?,?,1
811,'2018/02/22 13:09:38:310',7,0.389272,0.501227,0.572142,0,?,?,?,1
812,'2018/02/22 13:09:38:310',7,0.389354,0.501184,0.572187,0,?,?,?,1
813,'2018/02/22 13:09:38:310',7,0.38941,0.501252,0.572147,0,?,?,?,1
814,'2018/02/22 13:09:38:310',7,0.389423,0.501267,0.572137,0,?,?,?,1
815,'2018/02/22 13:09:38:310',7,0.389426,0.501261,0.572113,0,?,?,?,1
816,'2018/02/22 13:09:38:442',7,0.389422,0.501257,0.572117,0,?,?,?,1
817,'2018/02/22 13:09:38:445',7,0.389425,0.501252,0.572092,0,?,?,?,1
818,'2018/02/22 13:09:38:449',7,0.389425,0.501252,0.572092,0,?,?,?,1
819,'2018/02/22 13:09:38:452',7,0.389425,0.501252,0.572092,0,?,?,?,1
820,'2018/02/22 13:09:38:455',7,0.389438,0.501267,0.572083,0,?,?,?,1
821,'2018/02/22 13:09:38:458',7,0.389409,0.501281,0.572135,0,?,?,?,1
822,'2018/02/22 13:09:38:478',7,0.389373,0.50131,0.572159,0,?,?,?,1
823,'2018/02/22 13:09:38:599',7,0.389236,0.501313,0.572119,0,?,?,?,1
824,'2018/02/22 13:09:38:599',7,0.389236,0.501313,0.572119,0,?,?,?,1
825,'2018/02/22 13:09:38:600',7,0.38918,0.501377,0.57221,0,?,?,?,1
826,'2018/02/22 13:09:38:600',7,0.389102,0.501419,0.572238,0,?,?,?,1
827,'2018/02/22 13:09:38:608',7,0.389027,0.501442,0.572299,0,?,?,?,1
828,'2018/02/22 13:09:38:772',7,0.388926,0.501388,0.572446,0,?,?,?,1
829,'2018/02/22 13:09:38:773',7,0.388859,0.501309,0.572594,0,?,?,?,1
830,'2018/02/22 13:09:38:773',7,0.388842,0.501268,0.572739,0,?,?,?,1
831,'2018/02/22 13:09:38:773',7,0.38882,0.501219,0.572887,0,?,?,?,1
832,'2018/02/22 13:09:38:773',7,0.388626,0.501146,0.573241,0,?,?,?,1
833,'2018/02/22 13:09:38:775',7,0.388396,0.501214,0.573152,0,?,?,?,1
834,'2018/02/22 13:09:38:783',7,0.388396,0.501214,0.573152,0,?,?,?,1
835,'2018/02/22 13:09:38:807',7,0.388276,0.501278,0.573111,0,?,?,?,1
836,'2018/02/22 13:09:38:941',7,0.388009,0.501323,0.573015,0,?,?,?,1
837,'2018/02/22 13:09:38:942',7,0.387835,0.501334,0.573132,0,?,?,?,1
838,'2018/02/22 13:09:38:943',7,0.387835,0.501334,0.573132,0,?,?,?,1
839,'2018/02/22 13:09:38:943',7,0.387849,0.501358,0.573143,0,?,?,?,1
840,'2018/02/22 13:09:38:944',7,0.38783,0.501369,0.573145,0,?,?,?,1
841,'2018/02/22 13:09:39:066',7,0.38783,0.501369,0.573145,0,?,?,?,1
842,'2018/02/22 13:09:39:066',7,0.38783,0.501369,0.573145,0,?,?,?,1
843,'2018/02/22 13:09:39:066',7,0.38783,0.501369,0.573145,0,?,?,?,1
844,'2018/02/22 13:09:39:070',7,0.38783,0.501369,0.573145,0,?,?,?,1
845,'2018/02/22 13:09:39:070',7,0.387862,0.50142,0.573067,0,?,?,?,1
846,'2018/02/22 13:09:39:088',7,0.387899,0.501558,0.572904,0,?,?,?,1
847,'2018/02/22 13:09:39:234',7,0.387899,0.501558,0.572904,0,?,?,?,1
848,'2018/02/22 13:09:39:234',7,0.387899,0.501558,0.572904,0,?,?,?,1
849,'2018/02/22 13:09:39:234',7,0.387899,0.501558,0.572904,0,?,?,?,1
850,'2018/02/22 13:09:39:234',7,0.387901,0.501694,0.572775,0,?,?,?,1
851,'2018/02/22 13:09:39:234',7,0.387877,0.501786,0.572722,0,?,?,?,1
852,'2018/02/22 13:09:39:245',7,0.387888,0.501877,0.572634,0,?,?,?,1
853,'2018/02/22 13:09:39:401',7,0.387863,0.501968,0.572582,0,?,?,?,1
854,'2018/02/22 13:09:39:402',7,0.38785,0.501953,0.572591,0,?,?,?,1
855,'2018/02/22 13:09:39:402',7,0.38785,0.501953,0.572591,0,?,?,?,1
856,'2018/02/22 13:09:39:402',7,0.38785,0.501953,0.572591,0,?,?,?,1
857,'2018/02/22 13:09:39:402',7,0.387863,0.501968,0.572582,0,?,?,?,1
858,'2018/02/22 13:09:39:402',7,0.387846,0.501988,0.572604,0,?,?,?,1
859,'2018/02/22 13:09:39:425',7,0.387862,0.501997,0.57257,0,?,?,?,1
860,'2018/02/22 13:09:39:568',7,0.387858,0.501993,0.572573,0,?,?,?,1
861,'2018/02/22 13:09:39:569',7,0.387858,0.501993,0.572573,0,?,?,?,1
862,'2018/02/22 13:09:39:569',7,0.387858,0.501993,0.572573,0,?,?,?,1
863,'2018/02/22 13:09:39:569',7,0.387858,0.501993,0.572573,0,?,?,?,1
864,'2018/02/22 13:09:39:569',7,0.387855,0.502013,0.572541,0,?,?,?,1
865,'2018/02/22 13:09:39:580',7,0.387855,0.502013,0.572541,0,?,?,?,1
866,'2018/02/22 13:09:39:606',7,0.387855,0.502013,0.572541,0,?,?,?,1
867,'2018/02/22 13:09:39:737',7,0.387855,0.502013,0.572541,0,?,?,?,1
868,'2018/02/22 13:09:39:739',7,0.387855,0.502013,0.572541,0,?,?,?,1
869,'2018/02/22 13:09:39:740',7,0.387855,0.502013,0.572541,0,?,?,?,1
870,'2018/02/22 13:09:39:740',7,0.387855,0.502013,0.572541,0,?,?,?,1
871,'2018/02/22 13:09:39:740',7,0.387865,0.502033,0.572556,0,?,?,?,1
872,'2018/02/22 13:09:39:760',7,0.387865,0.502033,0.572556,0,?,?,?,1
873,'2018/02/22 13:09:39:785',7,0.387865,0.502033,0.572556,0,?,?,?,1
874,'2018/02/22 13:09:39:812',7,0.387865,0.502033,0.572556,0,?,?,?,1
875,'2018/02/22 13:09:39:838',7,0.387865,0.502033,0.572556,0,?,?,?,1
876,'2018/02/22 13:09:39:863',7,0.387865,0.502033,0.572556,0,?,?,?,1
877,'2018/02/22 13:09:39:889',7,0.387846,0.502044,0.572557,0,?,?,?,1
878,'2018/02/22 13:09:39:915',7,0.387846,0.502044,0.572557,0,?,?,?,1
879,'2018/02/22 13:09:39:940',7,0.387846,0.502044,0.572557,0,?,?,?,1
880,'2018/02/22 13:09:39:967',7,0.387846,0.502044,0.572557,0,?,?,?,1
881,'2018/02/22 13:09:39:994',7,0.387859,0.502059,0.572548,0,?,?,?,1
882,'2018/02/22 13:09:40:018',7,0.387807,0.502093,0.572549,0,?,?,?,1
883,'2018/02/22 13:09:40:043',7,0.387764,0.502152,0.572487,0,?,?,?,1
884,'2018/02/22 13:09:40:077',7,0.387764,0.502152,0.572487,0,?,?,?,1
885,'2018/02/22 13:09:40:094',7,0.387764,0.502152,0.572487,0,?,?,?,1
886,'2018/02/22 13:09:47:879',8,0.37255,0.506095,0.522663,4,?,?,?,2
887,'2018/02/22 13:09:47:880',8,0.37255,0.506095,0.522663,4,?,?,?,2
888,'2018/02/22 13:09:47:880',8,0.372529,0.506103,0.522665,4,?,?,?,2
889,'2018/02/22 13:09:47:880',8,0.372529,0.506103,0.522665,4,?,?,?,2
890,'2018/02/22 13:09:47:880',8,0.372483,0.506064,0.522574,4,?,?,?,2
891,'2018/02/22 13:09:47:891',8,0.372447,0.506042,0.522591,4,?,?,?,2
892,'2018/02/22 13:09:48:051',8,0.372458,0.506018,0.522598,4,?,?,?,2
893,'2018/02/22 13:09:48:053',8,0.372416,0.506049,0.522524,4,?,?,?,2
894,'2018/02/22 13:09:48:053',8,0.372364,0.506171,0.522483,4,?,?,?,2
895,'2018/02/22 13:09:48:053',8,0.372364,0.506171,0.522483,4,?,?,?,2
896,'2018/02/22 13:09:48:053',8,0.372364,0.506171,0.522483,4,?,?,?,2
897,'2018/02/22 13:09:48:053',8,0.372435,0.506137,0.522411,4,?,?,?,2
898,'2018/02/22 13:09:48:056',8,0.372418,0.506115,0.522447,4,?,?,?,2
899,'2018/02/22 13:09:48:225',8,0.372408,0.506099,0.522456,4,?,?,?,2
