@relation dataset-weka.filters.unsupervised.attribute.AddValues-C11-L4

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute myo1-1 numeric
@attribute myo1-2 numeric
@attribute myo1-3 numeric
@attribute myo1-4 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 {0,1,2,3,4}

@data
288,'2018/02/22 13:02:34:085',3,0.212776,0.521164,0.623671,0,?,?,?,?
289,'2018/02/22 13:02:34:085',3,0.212802,0.521157,0.623689,0,?,?,?,?
290,'2018/02/22 13:02:34:086',3,0.212825,0.521166,0.623515,0,?,?,?,?
291,'2018/02/22 13:02:34:086',3,0.212828,0.521178,0.623534,0,?,?,?,?
292,'2018/02/22 13:02:34:087',3,0.212835,0.521165,0.623592,0,?,?,?,?
293,'2018/02/22 13:02:34:088',3,0.212832,0.521154,0.623573,0,?,?,?,?
294,'2018/02/22 13:02:34:089',3,0.212868,0.521174,0.623494,0,?,?,?,?
295,'2018/02/22 13:02:34:090',3,0.212868,0.521174,0.623494,0,?,?,?,?
296,'2018/02/22 13:02:34:090',3,0.212899,0.521143,0.623551,0,?,?,?,?
297,'2018/02/22 13:02:34:091',3,0.212941,0.521136,0.623493,0,?,?,?,?
298,'2018/02/22 13:02:34:091',3,0.212967,0.521172,0.623374,0,?,?,?,?
299,'2018/02/22 13:02:34:102',3,0.213021,0.521165,0.623467,0,?,?,?,?
300,'2018/02/22 13:02:34:109',3,0.213062,0.521195,0.623464,0,?,?,?,?
301,'2018/02/22 13:02:34:262',3,0.21309,0.521264,0.623382,0,?,?,?,?
302,'2018/02/22 13:02:34:262',3,0.213073,0.521256,0.623402,0,?,?,?,?
303,'2018/02/22 13:02:34:263',3,0.213084,0.521249,0.623498,0,?,?,?,?
304,'2018/02/22 13:02:34:263',3,0.213098,0.521252,0.623439,0,?,?,?,?
305,'2018/02/22 13:02:34:263',3,0.213101,0.521263,0.623285,0,?,?,?,?
306,'2018/02/22 13:02:34:268',3,0.213097,0.521244,0.62321,0,?,?,?,?
307,'2018/02/22 13:02:34:398',3,0.2131,0.52127,0.623266,0,?,?,?,?
308,'2018/02/22 13:02:34:398',3,0.213137,0.521254,0.623208,0,?,?,?,?
309,'2018/02/22 13:02:34:398',3,0.213137,0.521254,0.623208,0,?,?,?,?
310,'2018/02/22 13:02:34:398',3,0.213129,0.521274,0.623131,0,?,?,?,?
311,'2018/02/22 13:02:34:421',3,0.213126,0.521248,0.623075,0,?,?,?,?
312,'2018/02/22 13:02:34:572',3,0.21314,0.521229,0.622999,0,?,?,?,?
313,'2018/02/22 13:02:34:573',3,0.213133,0.521242,0.622941,0,?,?,?,?
314,'2018/02/22 13:02:34:573',3,0.213112,0.521251,0.622942,0,?,?,?,?
315,'2018/02/22 13:02:34:573',3,0.213112,0.521251,0.622942,0,?,?,?,?
316,'2018/02/22 13:02:34:573',3,0.213106,0.521212,0.622868,0,?,?,?,?
317,'2018/02/22 13:02:34:585',3,0.213102,0.52123,0.622848,0,?,?,?,?
318,'2018/02/22 13:02:34:615',3,0.21306,0.521221,0.622869,0,?,?,?,?
319,'2018/02/22 13:02:34:747',3,0.21306,0.521221,0.622869,0,?,?,?,?
320,'2018/02/22 13:02:34:747',3,0.213041,0.521285,0.622752,0,?,?,?,?
321,'2018/02/22 13:02:34:748',3,0.213038,0.521273,0.622734,0,?,?,?,?
322,'2018/02/22 13:02:34:748',3,0.213038,0.521273,0.622734,0,?,?,?,?
323,'2018/02/22 13:02:34:748',3,0.213038,0.521273,0.622734,0,?,?,?,?
324,'2018/02/22 13:02:34:754',3,0.213055,0.521281,0.622713,0,?,?,?,?
325,'2018/02/22 13:02:34:779',3,0.213058,0.521271,0.622714,0,?,?,?,?
326,'2018/02/22 13:02:34:923',3,0.213062,0.521338,0.622614,0,?,?,?,?
327,'2018/02/22 13:02:34:923',3,0.213062,0.521338,0.622614,0,?,?,?,?
328,'2018/02/22 13:02:34:923',3,0.213146,0.521329,0.622763,0,?,?,?,?
329,'2018/02/22 13:02:34:923',3,0.213294,0.521276,0.623027,0,?,?,?,?
330,'2018/02/22 13:02:34:923',3,0.213343,0.521257,0.623026,0,?,?,?,?
331,'2018/02/22 13:02:34:936',3,0.213427,0.521233,0.622966,0,?,?,?,?
332,'2018/02/22 13:02:35:097',3,0.213443,0.521227,0.62308,0,?,?,?,?
333,'2018/02/22 13:02:35:097',3,0.213607,0.521226,0.623187,0,?,?,?,?
334,'2018/02/22 13:02:35:097',3,0.213607,0.521226,0.623187,0,?,?,?,?
335,'2018/02/22 13:02:35:097',3,0.213623,0.521241,0.623319,0,?,?,?,?
336,'2018/02/22 13:02:35:097',3,0.21363,0.521229,0.623377,0,?,?,?,?
337,'2018/02/22 13:02:35:104',3,0.21363,0.521229,0.623377,0,?,?,?,?
338,'2018/02/22 13:02:35:112',3,0.21363,0.521243,0.623414,0,?,?,?,?
339,'2018/02/22 13:02:35:138',3,0.213601,0.521203,0.623495,0,?,?,?,?
340,'2018/02/22 13:02:35:276',3,0.213618,0.521211,0.623474,0,?,?,?,?
341,'2018/02/22 13:02:35:276',3,0.213618,0.521211,0.623474,0,?,?,?,?
342,'2018/02/22 13:02:35:276',3,0.213597,0.52122,0.623475,0,?,?,?,?
343,'2018/02/22 13:02:35:276',3,0.213617,0.521276,0.623528,0,?,?,?,?
344,'2018/02/22 13:02:35:276',3,0.213617,0.521276,0.623528,0,?,?,?,?
345,'2018/02/22 13:02:35:292',3,0.213647,0.521252,0.623566,0,?,?,?,?
346,'2018/02/22 13:02:35:317',3,0.213696,0.521284,0.623657,0,?,?,?,?
347,'2018/02/22 13:02:35:356',3,0.213776,0.521277,0.62375,0,?,?,?,?
348,'2018/02/22 13:02:35:384',3,0.213899,0.521333,0.623703,0,?,?,?,?
349,'2018/02/22 13:02:35:393',3,0.213899,0.521333,0.623703,0,?,?,?,?
350,'2018/02/22 13:02:35:420',3,0.213945,0.521324,0.623701,0,?,?,?,?
351,'2018/02/22 13:02:35:456',3,0.214107,0.521351,0.623807,0,?,?,?,?
352,'2018/02/22 13:02:35:482',3,0.214153,0.521342,0.623805,0,?,?,?,?
353,'2018/02/22 13:02:35:495',3,0.214153,0.521342,0.623805,0,?,?,?,?
354,'2018/02/22 13:02:35:520',3,0.214236,0.521361,0.623781,0,?,?,?,?
355,'2018/02/22 13:02:35:553',3,0.214273,0.521346,0.623895,0,?,?,?,?
356,'2018/02/22 13:02:35:586',3,0.214309,0.521352,0.624027,0,?,?,?,?
357,'2018/02/22 13:02:35:619',3,0.214309,0.521352,0.624027,0,?,?,?,?
358,'2018/02/22 13:02:35:624',3,0.214309,0.521352,0.624027,0,?,?,?,?
359,'2018/02/22 13:02:35:650',3,0.214326,0.521346,0.623969,0,?,?,?,?
360,'2018/02/22 13:02:35:679',3,0.214329,0.521329,0.623989,0,?,?,?,?
361,'2018/02/22 13:02:35:703',3,0.214329,0.521329,0.623989,0,?,?,?,?
362,'2018/02/22 13:02:35:729',3,0.214399,0.521359,0.624061,0,?,?,?,?
363,'2018/02/22 13:02:35:755',3,0.214451,0.521366,0.624116,0,?,?,?,?
364,'2018/02/22 13:02:35:782',3,0.214451,0.521366,0.624116,0,?,?,?,?
365,'2018/02/22 13:02:35:806',3,0.214451,0.521366,0.624116,0,?,?,?,?
366,'2018/02/22 13:02:35:831',3,0.214488,0.521336,0.62402,0,?,?,?,?
367,'2018/02/22 13:02:35:857',3,0.214488,0.521336,0.62402,0,?,?,?,?
368,'2018/02/22 13:02:35:883',3,0.214488,0.521336,0.62402,0,?,?,?,?
369,'2018/02/22 13:02:42:089',4,0.804435,0.518467,0.673091,0,?,?,?,?
370,'2018/02/22 13:02:42:118',4,0.804341,0.518476,0.672961,0,?,?,?,?
371,'2018/02/22 13:02:42:155',4,0.804209,0.518392,0.673102,0,?,?,?,?
372,'2018/02/22 13:02:42:191',4,0.804105,0.51835,0.67318,0,?,?,?,?
373,'2018/02/22 13:02:42:192',4,0.80412,0.518341,0.673177,0,?,?,?,?
374,'2018/02/22 13:02:42:220',4,0.804068,0.518301,0.673087,0,?,?,?,?
375,'2018/02/22 13:02:42:250',4,0.803993,0.518284,0.672882,0,?,?,?,?
376,'2018/02/22 13:02:42:286',4,0.803779,0.518256,0.672888,0,?,?,?,?
377,'2018/02/22 13:02:42:318',4,0.803602,0.518154,0.673039,0,?,?,?,?
378,'2018/02/22 13:02:42:327',4,0.803589,0.518138,0.672897,0,?,?,?,?
379,'2018/02/22 13:02:42:352',4,0.803586,0.518104,0.6728,0,?,?,?,?
380,'2018/02/22 13:02:42:387',4,0.803586,0.518104,0.6728,0,?,?,?,?
381,'2018/02/22 13:02:42:403',4,0.803512,0.518087,0.672872,0,?,?,?,?
382,'2018/02/22 13:02:42:430',4,0.80346,0.518016,0.672929,0,?,?,?,?
383,'2018/02/22 13:02:42:454',4,0.803477,0.517919,0.672776,0,?,?,?,?
384,'2018/02/22 13:02:42:488',4,0.803474,0.517932,0.672774,0,?,?,?,?
385,'2018/02/22 13:02:42:519',4,0.803421,0.517882,0.672847,0,?,?,?,?
386,'2018/02/22 13:02:42:529',4,0.803421,0.517882,0.672847,0,?,?,?,?
387,'2018/02/22 13:02:42:555',4,0.803415,0.517939,0.672697,0,?,?,?,?
388,'2018/02/22 13:02:42:588',4,0.803337,0.517971,0.672417,0,?,?,?,?
389,'2018/02/22 13:02:42:625',4,0.803203,0.518038,0.672415,0,?,?,?,?
390,'2018/02/22 13:02:42:656',4,0.80317,0.517951,0.672213,0,?,?,?,?
391,'2018/02/22 13:02:42:658',4,0.80317,0.517951,0.672213,0,?,?,?,?
392,'2018/02/22 13:02:42:686',4,0.803159,0.517878,0.672107,0,?,?,?,?
393,'2018/02/22 13:02:42:721',4,0.803216,0.517827,0.672217,0,?,?,?,?
394,'2018/02/22 13:02:42:756',4,0.803226,0.517689,0.672258,0,?,?,?,?
395,'2018/02/22 13:02:42:760',4,0.803226,0.517689,0.672258,0,?,?,?,?
396,'2018/02/22 13:02:42:784',4,0.803195,0.517587,0.672113,0,?,?,?,?
397,'2018/02/22 13:02:42:819',4,0.803167,0.51756,0.671789,0,?,?,?,?
398,'2018/02/22 13:02:42:858',4,0.802925,0.51743,0.67132,0,?,?,?,?
399,'2018/02/22 13:02:42:862',4,0.802925,0.51743,0.67132,0,?,?,?,?
400,'2018/02/22 13:02:42:886',4,0.802858,0.517376,0.671251,0,?,?,?,?
401,'2018/02/22 13:02:42:920',4,0.802904,0.517218,0.671126,0,?,?,?,?
402,'2018/02/22 13:02:42:960',4,0.803043,0.517151,0.671242,0,?,?,?,?
403,'2018/02/22 13:02:42:964',4,0.803043,0.517151,0.671242,0,?,?,?,?
404,'2018/02/22 13:02:42:989',4,0.803107,0.517176,0.671288,0,?,?,?,?
405,'2018/02/22 13:02:43:027',4,0.803107,0.517176,0.671288,0,?,?,?,?
406,'2018/02/22 13:02:43:052',4,0.803109,0.51722,0.671255,0,?,?,?,?
407,'2018/02/22 13:02:43:077',4,0.803122,0.517284,0.671161,0,?,?,?,?
408,'2018/02/22 13:02:43:105',4,0.803122,0.517284,0.671161,0,?,?,?,?
409,'2018/02/22 13:02:43:130',4,0.803061,0.517294,0.671211,0,?,?,?,?
410,'2018/02/22 13:02:43:157',4,0.802999,0.517234,0.671184,0,?,?,?,?
411,'2018/02/22 13:02:43:213',4,0.802983,0.517192,0.671147,0,?,?,?,?
412,'2018/02/22 13:02:43:220',4,0.80291,0.517076,0.671255,0,?,?,?,?
413,'2018/02/22 13:02:43:269',4,0.802793,0.516941,0.671373,0,?,?,?,?
414,'2018/02/22 13:02:43:269',4,0.802793,0.516941,0.671373,0,?,?,?,?
415,'2018/02/22 13:02:43:283',4,0.802742,0.51698,0.671232,0,?,?,?,?
416,'2018/02/22 13:02:43:322',4,0.802644,0.516981,0.670948,0,?,?,?,?
417,'2018/02/22 13:02:43:360',4,0.802624,0.517028,0.67106,0,?,?,?,?
418,'2018/02/22 13:02:43:360',4,0.802624,0.517028,0.67106,0,?,?,?,?
419,'2018/02/22 13:02:43:385',4,0.802621,0.516993,0.670963,0,?,?,?,?
420,'2018/02/22 13:02:43:436',4,0.802651,0.517029,0.670827,0,?,?,?,?
421,'2018/02/22 13:02:43:467',4,0.802782,0.51713,0.670925,0,?,?,?,?
422,'2018/02/22 13:02:43:468',4,0.802782,0.51713,0.670925,0,?,?,?,?
423,'2018/02/22 13:02:43:501',4,0.802838,0.517164,0.671057,0,?,?,?,?
424,'2018/02/22 13:02:43:544',4,0.80284,0.517151,0.671058,0,?,?,?,?
425,'2018/02/22 13:02:43:556',4,0.802844,0.517306,0.670828,0,?,?,?,?
426,'2018/02/22 13:02:43:586',4,0.80282,0.517305,0.67073,0,?,?,?,?
427,'2018/02/22 13:02:43:623',4,0.802743,0.517301,0.6708,0,?,?,?,?
428,'2018/02/22 13:02:43:623',4,0.802743,0.517301,0.6708,0,?,?,?,?
429,'2018/02/22 13:02:43:662',4,0.802791,0.517222,0.670772,0,?,?,?,?
430,'2018/02/22 13:02:43:697',4,0.802787,0.517212,0.670786,0,?,?,?,?
431,'2018/02/22 13:02:43:739',4,0.802654,0.517143,0.670872,0,?,?,?,?
432,'2018/02/22 13:02:43:740',4,0.802654,0.517143,0.670872,0,?,?,?,?
433,'2018/02/22 13:02:43:771',4,0.802613,0.517185,0.670759,0,?,?,?,?
434,'2018/02/22 13:02:43:802',4,0.802548,0.517175,0.670656,0,?,?,?,?
435,'2018/02/22 13:02:43:820',4,0.802549,0.517198,0.67064,0,?,?,?,?
436,'2018/02/22 13:02:43:829',4,0.802565,0.517189,0.670637,0,?,?,?,?
437,'2018/02/22 13:02:43:855',4,0.802543,0.517223,0.670636,0,?,?,?,?
438,'2018/02/22 13:02:43:885',4,0.80256,0.517302,0.670599,0,?,?,?,?
439,'2018/02/22 13:02:43:923',4,0.802557,0.517315,0.670597,0,?,?,?,?
440,'2018/02/22 13:02:43:951',4,0.802551,0.517299,0.670572,0,?,?,?,?
441,'2018/02/22 13:02:43:966',4,0.802551,0.517299,0.670572,0,?,?,?,?
442,'2018/02/22 13:02:43:988',4,0.802571,0.517322,0.670537,0,?,?,?,?
443,'2018/02/22 13:02:44:016',4,0.802571,0.517322,0.670537,0,?,?,?,?
444,'2018/02/22 13:02:44:039',4,0.802501,0.517366,0.670487,0,?,?,?,?
445,'2018/02/22 13:02:44:066',4,0.802501,0.517366,0.670487,0,?,?,?,?
446,'2018/02/22 13:02:44:091',4,0.80244,0.517337,0.670314,0,?,?,?,?
447,'2018/02/22 13:02:44:116',4,0.802462,0.517345,0.670337,0,?,?,?,?
448,'2018/02/22 13:02:44:141',4,0.802462,0.517345,0.670337,0,?,?,?,?
449,'2018/02/22 13:02:44:167',4,0.802383,0.517347,0.670479,0,?,?,?,?
450,'2018/02/22 13:02:44:193',4,0.802399,0.517339,0.670477,0,?,?,?,?
451,'2018/02/22 13:02:44:222',4,0.802399,0.517339,0.670477,0,?,?,?,?
452,'2018/02/22 13:02:44:245',4,0.802396,0.517361,0.670345,0,?,?,?,?
453,'2018/02/22 13:02:44:304',4,0.802396,0.517361,0.670345,0,?,?,?,?
454,'2018/02/22 13:02:44:304',4,0.802396,0.517361,0.670345,0,?,?,?,?
455,'2018/02/22 13:02:44:323',4,0.802401,0.517355,0.670388,0,?,?,?,?
456,'2018/02/22 13:02:44:348',4,0.802405,0.517364,0.670373,0,?,?,?,?
457,'2018/02/22 13:02:44:373',4,0.802389,0.517373,0.670376,0,?,?,?,?
458,'2018/02/22 13:02:44:404',4,0.802405,0.517364,0.670373,0,?,?,?,?
459,'2018/02/22 13:02:44:434',4,0.802401,0.517383,0.670443,0,?,?,?,?
460,'2018/02/22 13:02:44:475',4,0.802404,0.51737,0.670445,0,?,?,?,?
461,'2018/02/22 13:02:44:475',4,0.802404,0.51737,0.670445,0,?,?,?,?
462,'2018/02/22 13:02:44:505',4,0.802422,0.517397,0.670539,0,?,?,?,?
463,'2018/02/22 13:02:44:540',4,0.802422,0.517397,0.670539,0,?,?,?,?
464,'2018/02/22 13:02:44:557',4,0.802432,0.517422,0.67055,0,?,?,?,?
465,'2018/02/22 13:02:44:585',4,0.80241,0.517415,0.670527,0,?,?,?,?
466,'2018/02/22 13:02:44:606',4,0.802422,0.517397,0.670539,0,?,?,?,?
467,'2018/02/22 13:02:44:637',4,0.802433,0.517492,0.670628,0,?,?,?,?
468,'2018/02/22 13:02:44:672',4,0.802489,0.517507,0.67072,0,?,?,?,?
469,'2018/02/22 13:02:44:705',4,0.802556,0.517561,0.67079,0,?,?,?,?
470,'2018/02/22 13:02:44:710',4,0.802556,0.517561,0.67079,0,?,?,?,?
471,'2018/02/22 13:02:44:739',4,0.802545,0.517621,0.6708,0,?,?,?,?
472,'2018/02/22 13:02:44:771',4,0.802523,0.517721,0.670634,0,?,?,?,?
473,'2018/02/22 13:02:44:804',4,0.802479,0.517725,0.670627,0,?,?,?,?
474,'2018/02/22 13:02:44:812',4,0.802429,0.517703,0.670724,0,?,?,?,?
475,'2018/02/22 13:02:44:838',4,0.802374,0.517622,0.670796,0,?,?,?,?
476,'2018/02/22 13:02:44:866',4,0.802359,0.517546,0.670778,0,?,?,?,?
477,'2018/02/22 13:02:44:906',4,0.802335,0.517551,0.670753,0,?,?,?,?
478,'2018/02/22 13:02:44:939',4,0.802351,0.517564,0.670734,0,?,?,?,?
479,'2018/02/22 13:02:44:943',4,0.802351,0.517564,0.670734,0,?,?,?,?
480,'2018/02/22 13:02:44:968',4,0.80241,0.517538,0.670772,0,?,?,?,?
481,'2018/02/22 13:02:45:001',4,0.802516,0.517537,0.670842,0,?,?,?,?
482,'2018/02/22 13:02:45:038',4,0.802632,0.517618,0.670887,0,?,?,?,?
483,'2018/02/22 13:02:45:072',4,0.802617,0.517627,0.67089,0,?,?,?,?
484,'2018/02/22 13:02:45:078',4,0.802617,0.517627,0.67089,0,?,?,?,?
485,'2018/02/22 13:02:45:106',4,0.802642,0.517616,0.670842,0,?,?,?,?
486,'2018/02/22 13:02:45:141',4,0.802658,0.517579,0.67093,0,?,?,?,?
487,'2018/02/22 13:02:45:168',4,0.802668,0.517545,0.671031,0,?,?,?,?
488,'2018/02/22 13:02:45:180',4,0.802668,0.517545,0.671031,0,?,?,?,?
489,'2018/02/22 13:02:45:205',4,0.802668,0.517545,0.671031,0,?,?,?,?
490,'2018/02/22 13:02:45:237',4,0.802653,0.517553,0.671034,0,?,?,?,?
491,'2018/02/22 13:02:45:256',4,0.802637,0.517581,0.671075,0,?,?,?,?
492,'2018/02/22 13:02:45:288',4,0.802619,0.517546,0.671112,0,?,?,?,?
493,'2018/02/22 13:02:45:324',4,0.802619,0.517546,0.671112,0,?,?,?,?
494,'2018/02/22 13:02:45:332',4,0.802619,0.517546,0.671112,0,?,?,?,?
495,'2018/02/22 13:02:45:358',4,0.80263,0.517534,0.671196,0,?,?,?,?
496,'2018/02/22 13:02:45:385',4,0.80263,0.517534,0.671196,0,?,?,?,?
497,'2018/02/22 13:02:45:410',4,0.80263,0.517534,0.671196,0,?,?,?,?
498,'2018/02/22 13:06:28:234',5,0.394234,0.32216,0.691212,0,?,0,?,?
499,'2018/02/22 13:06:28:266',5,0.393937,0.322322,0.691344,0,?,0,?,?
500,'2018/02/22 13:06:28:304',5,0.393922,0.322282,0.691491,0,?,0,?,?
501,'2018/02/22 13:06:28:310',5,0.393922,0.322282,0.691491,0,?,0,?,?
502,'2018/02/22 13:06:28:335',5,0.393922,0.322282,0.691491,0,?,0,?,?
503,'2018/02/22 13:06:28:361',5,0.393752,0.322292,0.691247,0,?,0,?,?
504,'2018/02/22 13:06:28:387',5,0.393723,0.32222,0.691233,0,?,0,?,?
505,'2018/02/22 13:06:28:418',5,0.393717,0.322247,0.691224,0,?,0,?,?
506,'2018/02/22 13:06:28:451',5,0.393623,0.322228,0.69138,0,?,0,?,?
507,'2018/02/22 13:06:28:481',5,0.39346,0.322223,0.691716,0,?,0,?,?
508,'2018/02/22 13:06:28:491',5,0.39346,0.322223,0.691716,0,?,0,?,?
509,'2018/02/22 13:06:28:518',5,0.39346,0.322223,0.691716,0,?,0,?,?
510,'2018/02/22 13:06:28:544',5,0.393414,0.322167,0.691777,0,?,0,?,?
511,'2018/02/22 13:06:28:566',5,0.393466,0.322196,0.691725,0,?,0,?,?
512,'2018/02/22 13:06:28:601',5,0.393496,0.322184,0.691676,0,?,0,?,?
513,'2018/02/22 13:06:28:636',5,0.393414,0.322167,0.691777,0,?,0,?,?
514,'2018/02/22 13:06:28:647',5,0.393414,0.322167,0.691777,0,?,0,?,?
515,'2018/02/22 13:06:28:672',5,0.393414,0.322167,0.691777,0,?,0,?,?
516,'2018/02/22 13:06:28:697',5,0.393433,0.32218,0.691738,0,?,0,?,?
517,'2018/02/22 13:06:28:723',5,0.393461,0.322195,0.691662,0,?,0,?,?
518,'2018/02/22 13:06:28:749',5,0.3934,0.322164,0.691751,0,?,0,?,?
519,'2018/02/22 13:06:28:785',5,0.39335,0.322191,0.691893,0,?,0,?,?
520,'2018/02/22 13:06:28:820',5,0.393428,0.322179,0.691675,0,?,0,?,?
521,'2018/02/22 13:06:28:824',5,0.393428,0.322179,0.691675,0,?,0,?,?
522,'2018/02/22 13:06:28:849',5,0.393386,0.322152,0.691853,0,?,0,?,?
523,'2018/02/22 13:06:28:885',5,0.393342,0.322181,0.692058,0,?,0,?,?
524,'2018/02/22 13:06:28:915',5,0.393342,0.322181,0.692058,0,?,0,?,?
525,'2018/02/22 13:06:28:925',5,0.393286,0.322151,0.692129,0,?,0,?,?
526,'2018/02/22 13:06:28:951',5,0.393305,0.322164,0.692089,0,?,0,?,?
527,'2018/02/22 13:06:28:981',5,0.39335,0.322155,0.692148,0,?,0,?,?
528,'2018/02/22 13:06:29:019',5,0.39335,0.322155,0.692148,0,?,0,?,?
529,'2018/02/22 13:06:29:027',5,0.393466,0.32216,0.69198,0,?,0,?,?
530,'2018/02/22 13:06:29:054',5,0.393467,0.322132,0.691926,0,?,0,?,?
531,'2018/02/22 13:06:29:082',5,0.393404,0.322129,0.691988,0,?,0,?,?
532,'2018/02/22 13:06:29:120',5,0.393487,0.322145,0.691887,0,?,0,?,?
533,'2018/02/22 13:06:29:151',5,0.393467,0.322132,0.691926,0,?,0,?,?
534,'2018/02/22 13:06:29:157',5,0.393467,0.322132,0.691926,0,?,0,?,?
535,'2018/02/22 13:06:29:187',5,0.393434,0.322116,0.69194,0,?,0,?,?
536,'2018/02/22 13:06:29:219',5,0.393424,0.322141,0.691949,0,?,0,?,?
537,'2018/02/22 13:06:29:252',5,0.393424,0.322141,0.691949,0,?,0,?,?
538,'2018/02/22 13:06:29:262',5,0.393424,0.322141,0.691949,0,?,0,?,?
539,'2018/02/22 13:06:29:288',5,0.393337,0.322152,0.692122,0,?,0,?,?
540,'2018/02/22 13:06:29:312',5,0.393317,0.322139,0.692162,0,?,0,?,?
541,'2018/02/22 13:06:29:340',5,0.393278,0.322121,0.692112,0,?,0,?,?
542,'2018/02/22 13:06:29:366',5,0.393278,0.322121,0.692112,0,?,0,?,?
543,'2018/02/22 13:06:29:390',5,0.393278,0.322121,0.692112,0,?,0,?,?
544,'2018/02/22 13:06:29:416',5,0.393278,0.322121,0.692112,0,?,0,?,?
545,'2018/02/22 13:06:29:442',5,0.393278,0.322121,0.692112,0,?,0,?,?
546,'2018/02/22 13:06:29:468',5,0.393298,0.322134,0.692072,0,?,0,?,?
547,'2018/02/22 13:06:29:493',5,0.393298,0.322134,0.692072,0,?,0,?,?
548,'2018/02/22 13:06:29:518',5,0.39329,0.322096,0.692184,0,?,0,?,?
549,'2018/02/22 13:06:29:543',5,0.39329,0.322096,0.692184,0,?,0,?,?
550,'2018/02/22 13:06:29:568',5,0.393285,0.322095,0.692121,0,?,0,?,?
551,'2018/02/22 13:06:29:593',5,0.393272,0.322064,0.692041,0,?,0,?,?
552,'2018/02/22 13:06:29:619',5,0.393254,0.322051,0.692161,0,?,0,?,?
553,'2018/02/22 13:06:29:655',5,0.393206,0.322115,0.692129,0,?,0,?,?
554,'2018/02/22 13:06:29:686',5,0.393216,0.32209,0.692119,0,?,0,?,?
555,'2018/02/22 13:06:29:720',5,0.393223,0.322063,0.692128,0,?,0,?,?
556,'2018/02/22 13:06:29:752',5,0.393223,0.322063,0.692128,0,?,0,?,?
557,'2018/02/22 13:06:29:827',5,0.393212,0.322089,0.692138,0,?,0,?,?
558,'2018/02/22 13:06:29:828',5,0.393212,0.322089,0.692138,0,?,0,?,?
559,'2018/02/22 13:06:29:829',5,0.393212,0.322089,0.692138,0,?,0,?,?
560,'2018/02/22 13:06:29:840',5,0.393232,0.322102,0.692099,0,?,0,?,?
561,'2018/02/22 13:06:29:865',5,0.393232,0.322102,0.692099,0,?,0,?,?
562,'2018/02/22 13:06:29:891',5,0.393232,0.322102,0.692099,0,?,0,?,?
563,'2018/02/22 13:06:29:915',5,0.393242,0.322076,0.692089,0,?,0,?,?
564,'2018/02/22 13:06:29:941',5,0.393232,0.322102,0.692099,0,?,0,?,?
565,'2018/02/22 13:06:29:966',5,0.393232,0.322102,0.692099,0,?,0,?,?
566,'2018/02/22 13:06:29:992',5,0.393238,0.322075,0.692108,0,?,0,?,?
567,'2018/02/22 13:06:30:017',5,0.393268,0.322063,0.692059,0,?,0,?,?
568,'2018/02/22 13:06:30:054',5,0.393268,0.322063,0.692059,0,?,0,?,?
569,'2018/02/22 13:06:30:078',5,0.393268,0.322063,0.692059,0,?,0,?,?
570,'2018/02/22 13:06:30:103',5,0.393268,0.322063,0.692059,0,?,0,?,?
571,'2018/02/22 13:06:30:129',5,0.393268,0.322063,0.692059,0,?,0,?,?
572,'2018/02/22 13:06:30:154',5,0.393274,0.322036,0.692068,0,?,0,?,?
573,'2018/02/22 13:06:30:179',5,0.393222,0.322007,0.692121,0,?,0,?,?
574,'2018/02/22 13:06:30:205',5,0.393274,0.322036,0.692068,0,?,0,?,?
575,'2018/02/22 13:06:30:235',5,0.393274,0.322036,0.692068,0,?,0,?,?
576,'2018/02/22 13:06:30:257',5,0.393241,0.32202,0.692081,0,?,0,?,?
577,'2018/02/22 13:06:30:283',5,0.393241,0.32202,0.692081,0,?,0,?,?
578,'2018/02/22 13:06:30:309',5,0.393248,0.321993,0.692091,0,?,0,?,?
579,'2018/02/22 13:06:30:335',5,0.393241,0.32202,0.692081,0,?,0,?,?
580,'2018/02/22 13:06:30:361',5,0.393206,0.322031,0.692067,0,?,0,?,?
581,'2018/02/22 13:06:30:387',5,0.393143,0.322028,0.692129,0,?,0,?,?
582,'2018/02/22 13:06:30:419',5,0.393102,0.321973,0.692253,0,?,0,?,?
583,'2018/02/22 13:06:30:448',5,0.393102,0.321973,0.692253,0,?,0,?,?
584,'2018/02/22 13:06:30:471',5,0.393116,0.321985,0.692151,0,?,0,?,?
585,'2018/02/22 13:06:30:497',5,0.393053,0.321981,0.692213,0,?,0,?,?
586,'2018/02/22 13:06:30:526',5,0.393118,0.321985,0.692233,0,?,0,?,?
587,'2018/02/22 13:06:30:549',5,0.393133,0.321989,0.69234,0,?,0,?,?
588,'2018/02/22 13:06:30:583',5,0.393131,0.321989,0.692259,0,?,0,?,?
589,'2018/02/22 13:06:30:622',5,0.393026,0.321966,0.692289,0,?,0,?,?
590,'2018/02/22 13:06:30:625',5,0.393026,0.321966,0.692289,0,?,0,?,?
591,'2018/02/22 13:06:30:650',5,0.393038,0.321969,0.692497,0,?,0,?,?
592,'2018/02/22 13:06:30:688',5,0.393038,0.321969,0.692497,0,?,0,?,?
593,'2018/02/22 13:06:30:700',5,0.392891,0.321949,0.692579,0,?,0,?,?
